question,answer,source,category,dataset_name,split,quality_score
Hukuki açıdan geçerli rıza olmadan organ veya doku alan bir kişi ne ile suçlanır?,"Hukuki açıdan geçerli rıza olmadan organ veya doku alan bir kişi, Türk Ceza Kanunu'nun 91. maddesi uyarınca, organ veya doku ticareti suçu ile suçlanır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,10
Organ veya doku ticareti suçunda hangi koşullar altındaki failler daha ağır cezalarla karşı karşıya kalabilir?,"Organ veya doku ticareti suçuna karışan failler, suçun bir örgütün faaliyeti çerçevesinde işlenmesi, suçun planlı ve sistematik bir şekilde gerçekleştirilmesi, mağdurun ölümünün olması veya failin pişmanlık göstermemesi durumunda daha ağır cezalarla karşı karşıya kalabilirler.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Organ veya doku ticareti suçunda, failin pişmanlık göstermesi ne gibi sonuçlar doğurabilir?","Organ veya doku ticareti suçunda, failin pişmanlık göstermesi, ceza indirimi veya ceza vermemekten yararlanmasına yol açabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
Organ veya doku ticareti suçunu işleyen bir tüzel kişi hangi yaptırımlarla karşılaşabilir?,"Organ veya doku ticareti suçunu işleyen bir tüzel kişi, Türk Ceza Kanunu'nun 91. maddesinin 7. fıkrası uyarınca, tüzel kişilere özgü güvenlik tedbirleri ile karşı karşıya kalabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Organ veya doku ticareti suçunu işleyen kişinin ne gibi sosyal ve ekonomik koşulları ceza indirimine sebep olabilir?,"Organ veya doku ticareti suçunu işleyen kişinin yoksulluk, eğitimsizlik, işsizlik veya başka zorlayıcı sosyal ve ekonomik koşullar altında bulunması, ceza indirimine sebep olabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
Organ veya doku ticareti suçunun cezası hangi faktöre bağlı olarak değişebilir?,"Organ veya doku ticareti suçunun cezası, suçun konusu, suçun işlenme şekli, örgütsel bağlantı, mağdurun durumu, failin sosyal ve ekonomik koşulları, suçun çözümüne olan katkı gibi faktörlere bağlı olarak değişebilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Organ veya doku ticareti suçunda, suçun işlenmesi için rızanın geçerli olması ne anlama gelir?","Organ veya doku ticareti suçunda, suçun işlenmesi için rızanın geçerli olması, kişinin serbest iradesiyle, tam bilgi sahibi olarak ve herhangi bir baskı altında kalmadan organ veya dokusunu verdiğini göstermelidir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Organ veya doku ticareti suçunda, suçun işlenmesine sebep olan zorlayıcı koşulların belirlenmesi ne için önemlidir?","Organ veya doku ticareti suçunda, suçun işlenmesine sebep olan zorlayıcı koşulların belirlenmesi, failin cezalandırılmasında veya cezalandırılmamasında önemlidir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,6
"Organ veya doku ticareti suçunda, suçun bir örgütün faaliyeti çerçevesinde işlenmesi, ceza belirlenmesinde ne gibi bir etkiye sahiptir?","Organ veya doku ticareti suçunda, suçun bir örgütün faaliyeti çerçevesinde işlenmesi, ceza belirlenmesinde önemli bir etkiye sahiptir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,5
Organ veya doku ticareti suçunun ceza davası açılmadan önce suçun çözümüne katkı sağlanması ne gibi sonuçlar doğurabilir?,"Organ veya doku ticareti suçunun ceza davası açılmadan önce suçun çözümüne katkı sağlanması, failin cezasının hafifletilmesi veya cezadan muaf tutulmasına yol açabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Organ veya doku ticareti suçunda, mağdurun ölümünün olması ceza belirlenmesinde ne gibi bir etkiye sahiptir?","Organ veya doku ticareti suçunda, mağdurun ölümünün olması, ceza belirlenmesinde önemli bir etkiye sahiptir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,6
"Bir kişi, başka bir kişinin rızası olmadan organını alırsa ne kadar hapis cezası alır?","Bir kişinin rızası olmadan organını alan kişi, Türk Ceza Kanunu'nun 91. maddesi uyarınca beş yıldan dokuz yıla kadar hapis cezasıyla cezalandırılır. Bu suç, kişinin beden bütünlüğüne ve haysiyetine yönelik bir saldırı olarak kabul edilir ve ağır bir ceza gerektirir. Rıza olmadan organ alınması, hem tıbbi açıdan tehlikeli hem de etik açıdan kabul edilemez bir eylemdir. Bu nedenle yasa, bu tür suçları önlemek ve mağdurların haklarını korumak amacıyla ağır cezalar öngörmektedir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Bir kişi, başka bir kişinin rızası olmadan dokusunu alırsa ne kadar hapis cezası alır?","Bir kişinin rızası olmadan dokusunu alan kişi, Türk Ceza Kanunu'nun 91. maddesi uyarınca iki yıldan beş yıla kadar hapis cezasıyla cezalandırılır. Doğu ticareti, organ ticareti kadar yaygın olmasa da, yine de ciddi bir suçtur. Doğu, vücudun önemli bir parçasıdır ve sağlığın korunması için gereklidir. Doğu ticareti, kişilerin sağlıklarını tehlikeye atar ve insan vücudunu ticarete konu eder. Yasa, doğu ticareti suçunu organ ticareti kadar ağır cezalara tabi tutarak, bu suçun ciddiyetini vurgulamaktadır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Bir kişi, bir cesetten rızası olmadan organ veya doku alırsa ne kadar hapis cezası alır?","Bir kişi, bir cesetten rızası olmadan organ veya doku alırsa, Türk Ceza Kanunu'nun 91. maddesi uyarınca bir yıla kadar hapis cezasıyla cezalandırılır. Bu suç, ölüye saygısızlık ve insan vücuduna karşı işlenen bir suç olarak kabul edilir. Ölünün rızası olmadan organ veya doku alınması, hem etik açıdan hem de hukuki açıdan kabul edilemezdir. Bu tür eylemlerin önlenmesi için yasa, bu suçları cezalandırır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Organ veya doku satın alan, satan veya satılmasına aracılık eden kişi ne kadar hapis cezası alır?","Organ veya doku satın alan, satan veya satılmasına aracılık eden kişi, Türk Ceza Kanunu'nun 91. maddesi uyarınca organ için beş yıldan dokuz yıla kadar, doku için ise iki yıldan beş yıla kadar hapis cezasıyla cezalandırılır. Organ ve doku ticareti, kişilerin sağlığını tehlikeye atan ve insan vücudunu ticarete konu eden bir suçtur. Bu nedenle yasa, bu suçun tüm taraflarını, yani satın alanları, satanları ve aracılık edenleri ağır cezalarla cezalandırır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Organ veya doku ticareti suçunun bir örgüt tarafından işlenmesi durumunda uygulanan ceza nedir?,"Organ veya doku ticareti suçunun bir örgüt tarafından işlenmesi durumunda, Türk Ceza Kanunu'nun 91. maddesinin 4. fıkrası uyarınca, failler sekiz yıldan onbeş yıla kadar hapis cezası ve onbin güne kadar adli para cezası ile cezalandırılır. Bu suçun örgüt tarafından işlenmesi, suçun sistematik ve planlı bir şekilde gerçekleştiğini gösterir ve bu nedenle daha ağır cezalar gerektirir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,10
"Hukuka aykırı yollarla elde edilmiş olan organ veya dokuyu saklayan, nakleden veya aşılayan kişi ne kadar hapis cezası alır?","Hukuka aykırı yollarla elde edilmiş olan organ veya dokuyu saklayan, nakleden veya aşılayan kişi, Türk Ceza Kanunu'nun 91. maddesinin 5. fıkrası uyarınca iki yıldan beş yıla kadar hapis cezasıyla cezalandırılır. Bu suç, hukuka aykırı olarak elde edilen organ veya dokuların piyasaya sürülmesini engellemek ve insan sağlığını korumak amacıyla cezalandırılır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Organ veya doku teminine yönelik ilan veya reklam veren veya yayınlayan kişi ne kadar hapis cezası alır?,"Organ veya doku teminine yönelik ilan veya reklam veren veya yayınlayan kişi, Türk Ceza Kanunu'nun 91. maddesinin 6. fıkrası uyarınca bir yıla kadar hapis cezasıyla cezalandırılır. Bu suç, organ ve doku ticareti suçunu kolaylaştırıcı bir eylem olarak kabul edilir ve bu nedenle cezalandırılır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,10
Bir şirket organ veya doku ticareti suçuna karıştığında ne olur?,"Bir şirket organ veya doku ticareti suçuna karıştığında, Türk Ceza Kanunu'nun 91. maddesinin 7. fıkrası uyarınca, tüzel kişi hakkında bunlara özgü güvenlik tedbirlerine hükmolunur. Bu güvenlik tedbirleri, şirketin faaliyetlerinin durdurulması, para cezası veya diğer yaptırımları içerebilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Organ veya doku ticareti suçunun işlenmesi sonucunda mağdurun ölmesi durumunda hangi suçun hükümleri uygulanır?,"Organ veya doku ticareti suçunun işlenmesi sonucunda mağdurun ölmesi durumunda, Türk Ceza Kanunu'nun 91. maddesinin 8. fıkrası uyarınca, kasten öldürme suçuna ilişkin hükümler uygulanır. Bu durumda, suçun niteliği ağırlaşır ve failler kasten öldürme suçundan yargılanır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,10
Organ veya dokularını satan kişinin sosyal ve ekonomik koşulları göz önünde bulundurularak ceza indirimi veya ceza vermemek mümkün müdür?,"Evet, organ veya dokularını satan kişinin içinde bulunduğu sosyal ve ekonomik koşullar göz önünde bulundurularak, Türk Ceza Kanunu'nun 92. maddesi uyarınca, hakkında verilecek cezada indirim yapılabileceği gibi, ceza vermekten de vazgeçilebilir. Bu durumda, mahkeme, kişinin zorlayıcı koşullar altında organ veya dokusunu satıp satmadığını değerlendirir ve uygun ceza kararını verir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Organ veya dokularını satan kişi, resmî makamlar tarafından haber alınmadan önce durumu merciine bildirerek suçluların yakalanmalarını kolaylaştırırsa ne olur?","Organ veya dokularını satan kişi, resmî makamlar tarafından haber alınmadan önce durumu merciine bildirerek suçluların yakalanmalarını kolaylaştırırsa, Türk Ceza Kanunu'nun 93. maddesi uyarınca, hakkında cezaya hükmolunmaz. Bu durumda, kişi suçun çözümüne katkı sağlamış olduğundan ceza vermemekten yararlanır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Organ veya dokularını satan kişi, suç haber alındıktan sonra gönüllü olarak, suçun meydana çıkmasına ve diğer suçluların yakalanmasına hizmet ve yardım ederse ne olur?","Organ veya dokularını satan kişi, suç haber alındıktan sonra gönüllü olarak, suçun meydana çıkmasına ve diğer suçluların yakalanmasına hizmet ve yardım ederse, Türk Ceza Kanunu'nun 93. maddesi uyarınca, hakkında verilecek cezanın, yardımın niteliğine göre, dörtte birden yarısına kadar indirilir. Bu durumda, kişinin suçun çözümüne olan katkısı dikkate alınarak cezası hafifletilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Organ veya doku ticareti suçunun işlenmesi için hangi koşul zorunludur?,"Organ veya doku ticareti suçunun işlenmesi için, kişinin organ veya dokularını hukuken geçerli rızaya dayalı olarak vermesi gereklidir. Rıza, kişinin serbest iradesiyle, tam bilgi sahibi olarak ve herhangi bir baskı altında kalmadan organ veya dokusunu verdiğini göstermelidir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,3
Hangi koşulda organ veya doku satıcısının cezası indirilebilir?,"Organ veya dokularını satan kişinin içinde bulunduğu sosyal ve ekonomik koşullar, mahkeme tarafından ceza indirimi için değerlendirilebilir. Kişinin zorlayıcı koşullar altında organ veya dokusunu satması, ceza indirimine yol açabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Organ veya doku satıcısı ne zaman cezadan muaf tutulabilir?,"Organ veya dokularını satan kişi, resmî makamlar tarafından haber alınmadan önce durumu merciine bildirerek suçluların yakalanmalarını kolaylaştırırsa, ceza vermemekten yararlanabilir. Bu durumda, kişinin suçun çözümüne olan katkısı cezadan muaf tutulmasına sebep olur.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Organ veya doku ticareti suçuna karışan bir kişi hangi durumlarda ceza indirimi alabilir?,"Suç haber alındıktan sonra, gönüllü olarak, suçun meydana çıkmasına ve diğer suçluların yakalanmasına hizmet ve yardım ederse, kişi ceza indirimi alabilir. Bu durumda, kişinin suçun çözümüne olan katkısı ceza indirimini haklı çıkarır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Organ veya doku ticareti suçunun işlenmesi için hangi koşulun sağlanması gerekir?,"Organ veya doku ticareti suçunun işlenmesi için, kişinin organ veya dokularını hukuken geçerli rızaya dayalı olarak vermesi gereklidir. Bu rıza, kişinin serbest iradesiyle, tam bilgi sahibi olarak ve herhangi bir baskı altında kalmadan organ veya dokusunu verdiğini göstermelidir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,3
Organ veya doku ticareti suçunun cezası neye göre değişebilir?,"Organ veya doku ticareti suçunun cezası, suçun konusunun organ veya doku olması, suçun bir örgütün faaliyeti çerçevesinde işlenip işlenmemesine ve diğer faktörlere bağlı olarak değişebilir. Suçun örgütsel bağlantısı, mağdurun durumu, failin sosyal ve ekonomik koşulları gibi faktörler de ceza belirlenmesinde rol oynar.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Organ veya doku ticareti suçuna karışan bir kişi ne zaman ceza indirimi veya ceza vermemekten yararlanabilir?,"Organ veya doku ticareti suçuna karışan bir kişi, suçun işlenmesinde zorlayıcı sosyal ve ekonomik koşulların etkili olması durumunda, ceza indirimi veya ceza vermemekten yararlanabilir. Ayrıca, suçun çözümüne olan katkısı da ceza indirimi veya ceza vermemekten yararlanmayı sağlayabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
Organ veya doku ticareti suçunun cezası ne kadar?,"Organ veya doku ticareti suçunun cezası, suçun konusunun organ veya doku olması, suçun örgüt tarafından işlenip işlenmemesine ve diğer faktörlere bağlı olarak değişir. Ceza, beş yıldan dokuz yıla kadar hapis cezası ile iki yıldan beş yıla kadar hapis cezası arasında değişebilir. Suçun örgüt tarafından işlenmesi durumunda ceza, sekiz yıldan onbeş yıla kadar hapis cezası ve onbin güne kadar adli para cezasına kadar çıkabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Organ veya doku ticareti suçunun işlenmesi için ne olması gereklidir?,"Organ veya doku ticareti suçunun işlenmesi için, kişinin organ veya dokularını vermesinin hukuken geçerli rızaya dayalı olması gereklidir. Rıza, kişinin serbest iradesiyle, tam bilgi sahibi olarak ve herhangi bir baskı altında kalmadan organ veya dokusunu verdiğini göstermelidir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,3
Organ veya doku ticareti suçunda hangi koşullar ceza indirimini veya ceza vermemekten yararlanmayı sağlayabilir?,"Organ veya doku ticareti suçunda, failin zorlayıcı sosyal ve ekonomik koşullar altında bulunması, suçun çözümüne olan katkısı veya suçun işlenmesi sırasında pişmanlık göstermesi, ceza indirimini veya ceza vermemekten yararlanmayı sağlayabilir. Mahkeme, bu faktörleri değerlendirerek ceza kararını verir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
Organ veya doku ticareti suçu ne zaman daha ağır cezalandırılır?,"Organ veya doku ticareti suçu, bir örgütün faaliyeti çerçevesinde işlenmesi durumunda, daha ağır cezalandırılır. Örgütsel bağlantı, suçun sistematik ve planlı bir şekilde gerçekleştiğini gösterir ve bu nedenle daha ağır cezalar uygulanır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Organ veya doku ticareti suçunda cezanın belirlenmesinde hangi faktörler dikkate alınır?,"Organ veya doku ticareti suçunda cezanın belirlenmesinde, suçun konusu, suçun işlenme şekli, örgütsel bağlantı, mağdurun durumu, failin sosyal ve ekonomik koşulları, suçun çözümüne olan katkı gibi faktörler dikkate alınır. Mahkeme, bu faktörleri değerlendirerek ceza kararını verir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Hukuki açıdan geçerli rıza olmadan organ veya doku alan bir kişi ne ile suçlanır?,"Hukuki açıdan geçerli rıza olmadan organ veya doku alan bir kişi, Türk Ceza Kanunu'nun 91. maddesi uyarınca, organ veya doku ticareti suçu ile suçlanır. Bu suç, kişinin beden bütünlüğüne ve haysiyetine yönelik bir saldırı olarak kabul edilir ve ağır bir ceza gerektirir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Organ veya doku ticareti suçunda hangi koşullar altındaki failler daha ağır cezalarla karşı karşıya kalabilir?,"Organ veya doku ticareti suçuna karışan failler, suçun bir örgütün faaliyeti çerçevesinde işlenmesi, suçun planlı ve sistematik bir şekilde gerçekleştirilmesi, mağdurun ölümünün olması veya failin pişmanlık göstermemesi durumunda daha ağır cezalarla karşı karşıya kalabilirler. Mahkeme, bu faktörleri değerlendirerek ceza kararını verir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Organ veya doku ticareti suçunda, failin pişmanlık göstermesi ne gibi sonuçlar doğurabilir?","Organ veya doku ticareti suçunda, failin pişmanlık göstermesi, ceza indirimi veya ceza vermemekten yararlanmasına yol açabilir. Falin, suçunun farkında olması, yaptığı hatanın boyutunu kavraması ve suçunu telafi etmek için çaba göstermesi, ceza indirimi veya ceza vermemekten yararlanma şansını artırır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Organ veya doku ticareti suçunu işleyen bir tüzel kişi hangi yaptırımlarla karşılaşabilir?,"Organ veya doku ticareti suçunu işleyen bir tüzel kişi, Türk Ceza Kanunu'nun 91. maddesinin 7. fıkrası uyarınca, tüzel kişilere özgü güvenlik tedbirleri ile karşı karşıya kalabilir. Bu tedbirler, şirketin faaliyetlerinin durdurulması, para cezası veya diğer yaptırımları içerebilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
Organ veya doku ticareti suçunu işleyen kişinin ne gibi sosyal ve ekonomik koşulları ceza indirimine sebep olabilir?,"Organ veya doku ticareti suçunu işleyen kişinin yoksulluk, eğitimsizlik, işsizlik veya başka zorlayıcı sosyal ve ekonomik koşullar altında bulunması, ceza indirimine sebep olabilir. Mahkeme, kişinin zorlayıcı koşullar altında suç işlediğini değerlendirerek ceza indirimi uygulayabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,7
Organ veya doku ticareti suçunun cezası hangi faktöre bağlı olarak değişebilir?,"Organ veya doku ticareti suçunun cezası, suçun konusu, suçun işlenme şekli, örgütsel bağlantı, mağdurun durumu, failin sosyal ve ekonomik koşulları, suçun çözümüne olan katkı gibi faktörlere bağlı olarak değişebilir. Mahkeme, bu faktörleri değerlendirerek ceza kararını verir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Organ veya doku ticareti suçunda, suçun işlenmesi için rızanın geçerli olması ne anlama gelir?","Organ veya doku ticareti suçunda, suçun işlenmesi için rızanın geçerli olması, kişinin serbest iradesiyle, tam bilgi sahibi olarak ve herhangi bir baskı altında kalmadan organ veya dokusunu verdiğini göstermelidir. Rıza, geçerli bir hukuki işlem olarak kabul edilmelidir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Organ veya doku ticareti suçunda, suçun işlenmesine sebep olan zorlayıcı koşulların belirlenmesi ne için önemlidir?","Organ veya doku ticareti suçunda, suçun işlenmesine sebep olan zorlayıcı koşulların belirlenmesi, failin cezalandırılmasında veya cezalandırılmamasında önemlidir. Bu koşullar, failin sosyal ve ekonomik durumu, eğitim düzeyi, sağlık durumu, yaşadığı baskılar gibi faktörleri içerebilir. Mahkeme, bu koşulları değerlendirerek, failin suçunu işlemeye zorlanan bir durumda olup olmadığını ve ceza indirimi veya ceza vermemekten yararlanma hakkına sahip olup olmadığını belirler.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"Organ veya doku ticareti suçunda, suçun bir örgütün faaliyeti çerçevesinde işlenmesi, ceza belirlenmesinde ne gibi bir etkiye sahiptir?","Organ veya doku ticareti suçunda, suçun bir örgütün faaliyeti çerçevesinde işlenmesi, ceza belirlenmesinde önemli bir etkiye sahiptir. Çünkü örgütlü suçlar, planlı ve sistematik bir şekilde gerçekleştirilir, daha geniş çaplı ve zarar verici sonuçlara yol açar. Bu nedenle, örgütlü suçlarda ceza, daha ağır bir şekilde belirlenir. Mahkeme, örgütün yapısı, faaliyetleri, suçun işlenmesindeki rolü ve suçun sonuçları gibi faktörleri değerlendirerek ceza kararını verir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Organ veya doku ticareti suçunun ceza davası açılmadan önce suçun çözümüne katkı sağlanması ne gibi sonuçlar doğurabilir?,"Organ veya doku ticareti suçunun ceza davası açılmadan önce suçun çözümüne katkı sağlanması, failin cezasının hafifletilmesi veya cezadan muaf tutulmasına yol açabilir. Bu katkı, örneğin, suçun işlenmesiyle ilgili önemli bilgiler sağlamak, suçluların yakalanmasına yardımcı olmak veya suçun işlenmesinin önlenmesine yardımcı olmak olabilir. Mahkeme, failin suçun çözümüne olan katkısını değerlendirerek, ceza kararını verir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
"Organ veya doku ticareti suçunda, mağdurun ölümünün olması ceza belirlenmesinde ne gibi bir etkiye sahiptir?","Organ veya doku ticareti suçunda, mağdurun ölümünün olması, ceza belirlenmesinde önemli bir etkiye sahiptir. Çünkü mağdurun ölümünün olması, suçun niteliğini ağırlaştırır ve failin suçundan dolayı daha ağır cezalandırılmasına yol açar. Mahkeme, mağdurun ölümünün, failin kasıtlı bir eylem sonucunda mı yoksa ihmalkarlı bir eylem sonucunda mı meydana geldiğini değerlendirerek, ceza kararını verir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
İşkence suçunu işleyen bir kamu görevlisinin cezası ne kadar olabilir?,"Türk Ceza Kanunu'nun 94. maddesine göre, işkence suçunu işleyen bir kamu görevlisi üç yıldan oniki yıla kadar hapis cezası ile cezalandırılabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,10
İşkence suçunda cezanın ağırlaşması için hangi unsurlar etkili olabilir?,"Cezanın ağırlaşması için suçun çocuğa, savunmasız bir kişiye ya da gebe kadına karşı işlenmesi, avukata veya diğer kamu görevlisine karşı görevi dolayısıyla işlenmesi veya cinsel yönden taciz şeklinde gerçekleşmesi gibi unsurlar etkili olabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
"İşkence suçunda, mağdurun yaşadığı zararın ceza üzerindeki etkisi nasıl olur?","Mağdurun yaşadığı zarar, cezanın ağırlaştırılması için önemli bir etkendir. Mağdurun duyularında veya organlarında kalıcı hasar, konuşma veya hareket kabiliyetinde kayıp, yüzünde kalıcı iz veya yaşamını tehlikeye sokan bir durum gibi ağır sonuçlar cezanın artırılmasına yol açabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
İşkence suçuna iştirak eden kişiler hangi cezaya çarptırılabilir?,"İşkence suçuna iştirak eden kişiler de kamu görevlisi ile aynı cezaya çarptırılabilirler. İştirak eden kişinin rolü, işkence suçunun işlenmesine ne kadar katkı sağladığına göre belirlenir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
İşkence suçunda ihmali davranışın ceza üzerindeki etkisi nedir?,"İşkence suçunda ihmali davranışın ceza üzerinde herhangi bir etkisi yoktur. İhmali davranışla işlenen eylemde bile, işkence suçunun ciddiyetini göz önünde bulundurarak ceza indirimi uygulanmaz.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
İşkence suçunda neticesi sebebiyle ağırlaşan haller nelerdir?,"İşkence suçunda, mağdurun duyularında veya organlarında kalıcı hasar, konuşma veya hareket kabiliyetinde kayıp, yüzünde kalıcı iz, yaşamını tehlikeye sokan bir durum, gebe bir kadına karşı işlenip de çocuğunun vaktinden önce doğması, iyileşmesi mümkün olmayan bir hastalığa veya bitkisel hayata girmesi gibi neticeler cezanın ağırlaşmasına neden olur.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
İşkence suçunun en ağır cezası olan ağırlaştırılmış müebbet hapis cezası ne zaman uygulanır?,"İşkence suçunun en ağır cezası olan ağırlaştırılmış müebbet hapis cezası, işkence sonucunda ölüm meydana gelmesi durumunda uygulanır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,10
Eziyet suçunun cezası nedir?,"Eziyet suçunu işleyen kişi, Türk Ceza Kanunu'nun 96. maddesine göre iki yıldan beş yıla kadar hapis cezası ile cezalandırılabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,10
Eziyet suçunda cezanın ağırlaşması için hangi unsurlar etkili olabilir?,"Eziyet suçunda cezanın ağırlaşması için suçun çocuğa, savunmasız bir kişiye ya da gebe kadına karşı işlenmesi, üstsoya veya altsoya, babalık veya analığa ya da eşe karşı işlenmesi gibi unsurlar etkili olabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
Eziyet suçuyla işkence suçunun farkı nedir?,"Eziyet suçunda, kişinin ruhsal veya bedensel olarak acı çekmesi amaçlanırken, işkence suçunda, kişinin algılama veya irade yeteneğinin etkilenmesi, aşağılanması gibi daha ağır sonuçlara neden olmak amaçlanır.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
İşkence ve eziyet suçları neden önemlidir?,"İşkence ve eziyet suçları, insan haklarına aykırı eylemlerdir ve toplumda şiddet ve ayrımcılığa yol açabilir. Bu suçların ağır cezalarla cezalandırılması, mağdurların haklarını korumak ve şiddete karşı caydırıcı bir etki oluşturmak için önemlidir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,8
İşkence suçunun mağduru için ne gibi sonuçları olabilir?,"İşkence suçunun mağduru, fiziksel ve ruhsal olarak ağır sonuçlarla karşılaşabilir. Fiziksel olarak yaralanma, engellilik, hastalık veya ölüm gibi sonuçlar ortaya çıkabilir. Ruhsal olarak ise travma, depresyon, anksiyete, korku, güvensizlik, uyku bozuklukları ve sosyal fobi gibi sorunlar yaşayabilir.",Türk Ceza Kanunu,hukuk,batuhankalem/turkish-law-dataset-for-llm-finetuning,train,9
